X_07j6EI4gu:     3528     
hxhlRWyWymArqpFyHk:     2364     true
G_M_NCVhyiiCJN64jD:     4936.1172301308725     random_value
Z4a6ERW3uRunQ6lnQXgB:     -6905.693259339907     false
L:     999999     true
RuOACyj1o7LHdFM5w:     -603     
L1Ciy:     not_a_number     random_value
UYxoLaGa40IRZj:     999999     random_value
wblnO:     808.1062135528246     random_value
j4yuflJ9sj:     not_a_number     random_value
F:     1887     random_value
aXBAGMfq:     3381     
MsNfNR:     not_a_number     5
foz3n0n18nuJP:     999999     true
pO01CaOgmrswJ:     not_a_number     5
bvO8x:     999999     
cHVRTbf8x7:     -7827.553014693036     
lOUZ7C06VWoz:     2169     5
kHBi:     4632     5
jfK1AopFee5InxOPQu:     4943     random_value
E9b:     2217     5
lxNZLSE9pEmpGPN:     999999     5
e1X9Df:     999999     true
c8Le0kn_eVcYiXp:     not_a_number     random_value
GQtmpCkjVqNWPc_AEvu:     not_a_number     
G47eVTJLnOAhF:     -1319     true
Wi:     -3757     
uDz0ipl4yPxPeC:     4199     false
OXfPMktJ3C2v6LON:     999999     5
XEagk:     not_a_number     random_value
viRj51I:     not_a_number     false
k:     999999     5
IXnt:     not_a_number     random_value
YH1jjS1HVTEuRcOW:     -2704     random_value
Hggv5N__Zb:     6942.567447742251     
nAgm1zv0ubs:     2731     false
vKBzVid4IkiXeO3O:     -4040     
FjjhTYfP7Z:     -3567     5
TcrmHCJvOUF:     -3131     true
s78HHD:     not_a_number     
Wj0Cam:     999999     5
d4cZ:     -782     false
GATVBmUk6jBZm:     -1623     random_value
Co3_VdqBPbWLMs:     -4305     false
I8u56sKn:     -2599     5
cO3fnmtrQk1MREeRsLK:     359     false
ERlqDJQJ:     8731.156828531242     true
StNs:     999999     5
NRd5BURVTJqpzu0xDU0i:     -399     random_value
HhrMyOCY6Pu:     1730     5
ZM:     836     true
FCrTb2t:     -780     random_value
qpriKMSbPmUcZMIIp:     999999     random_value
kleZzevghiSf8sNf9P_4:     999999     5
yrxClGzHYJnI2sr0I:     999999     false
f3SpTSlpfZSlaD1dqz:     999999     random_value
jPJCjqQlqxRwxB:     1642     5
TPLtwRaS:     2690     5
GJoJvqMUDJb5DbLteY:     not_a_number     random_value
oB:     -1557     
Vnx0p63d2qbYbfQG:     999999     false
rzclgWDIvXRw:     999999     
OD89w_z22GCgtonkvfTr:     -3586     true
PckrWQjQmA7nKVRZrVx0:     -4853     
D5q0u_y1EflX594f:     -2669.3345997599845     false
mBF1:     999999     false
NrNyvnE0NpCbW:     9134.069603211643     
BzRo:     not_a_number     5
tr_mXWgd77qXuzNO:     323     true
X6RCMS5V:     877     5
TmFIBzEvSz:     -494     
L9xruGEUnNFv:     999999     random_value
f4Fbfkybd:     -3564     
F60iUy79aQPHwU1N:     not_a_number     
MGSSiYza:     -2414     
K6:     not_a_number     random_value
xg6GdNLIxPghu:     not_a_number     random_value
GVar:     -3054     random_value
w3F:     8572.618410835206     true
jSWFH:     2879     5
WShYM2x6U2RrYfq5imuw:     1362     false
Y8dqayNznhzAfGwp8op:     999999     
amWXyx0OteNSL9DmMhag:     -3693.8239333196398     false
KkPFhc:     4193     
vB:     2594     false
QbIoCGCwCE0_tKKjL9:     not_a_number     
t5UB3eems:     not_a_number     random_value
MebfJSa:     -2196     
fF51XGvo07:     -4497     false
yifNvDIFpJ88n7:     -2431.2284433292234     false
B73HSNHJcr34:     -1273     true
xQ9No2NKLqU3Nv:     999999     true
wT5y:     999999     random_value
h4x:     5342.617365266828     false
AHzF7q8eKjc0eC33Amjj:     -2237     random_value
LSNdubF9nHXHLHL9y:     4893     false
wlpVtl:     -5212.884563319036     true
vAkEeLoDX0O2Tx:     999999     true
m8NThQZomoXnKC:     1673     
SLZGqkkhcKog:     not_a_number     false
ddd2rH:     -1988     
UjPRaKZ1xmd0:     999999     random_value
IuDPl0EcKd:     not_a_number     random_value
pzSYtASse7gzNnJFGn:     -1985     false
IBFGl20WDlZZOTkkbfiY:     -1015     5
yqtu:     2337.135743595616     false
LRhZ:     -46     random_value
a:     not_a_number     random_value
kyTB:     not_a_number     5
WwvkDP9xVc5UW2Jwxzy:     -4763     true
PGR454:     4288     false
R28XChxpeWCK:     -4349     random_value
uCF6x:     -4483     false
eU9sZ_MaRJDR:     4268     false
SnC7wJiHk:     999999     5
ftyZvhYbqmOiuVA6:     -3418     true
UuAVD2xj92INzF1QMh:     -5686.867382476195     false
nrUz8CD5VC9zXk21Qq:     999999     
vOR8kLGwtOKN7wxrl1V2:     not_a_number     true
cp:     not_a_number     5
TXTjsTxH:     -4903     false
BzhGlJyzR7IcRy:     4020.8297873340416     false
QHuLRu4PbmvreYBK4R:     not_a_number     false
Sqh74Hoyihith:     -3686     random_value
Ru0iy8Mgf0tJL:     999999     
OXmSSy:     999999     random_value
FNzaSVdnEeMXDQC8:     not_a_number     
JaWxqpsXH4YAmIyDxTP1:     2010     true
H8ng6lbaotl8UodMN:     -1353     
PJw17E0KYVK:     3111     random_value
p_PoVuUEwXQd:     -268.4694020534989     
HHUw4Z7DkZpSkDSl:     -4636     5
PAWtIl8cYmaHwoBr:     not_a_number     
LTcFSBGb6mM4hovjqT:     -2486     5
QFb_kFVg_VreggpCga:     4023     5
TIBo60L3:     2147     5
vhot:     -4500     5
mQgPWZ6huvR:     not_a_number     random_value
q7YZ4Pv:     4345     
SWFcaPOjif1LO:     -4836     5
QGbbKHiJI:     3245     true
tXodDmg:     -4173     5
hQKu:     -4591     random_value
sZFZm5O:     -2280     5
xUL7:     564     random_value
JhBriABrx8:     not_a_number     true
xzvbg:     -1643     false
ZgRhhP8l:     -1257.376838487442     5
cNimMyJVLfF5LZ55:     -1931     true
Nl_PwisBZtCdVZvRiz:     not_a_number     
KP4Z4UKGLI2D:     2472     true
Hk1U_38sOHRn8nmOCAD8:     999999     
ZtPTFqPoansh3:     999999     true
woxdKJNQaDBtl4:     -2296     true
guYfUdY82A:     412     5
qnLL7rJcQLphhb:     not_a_number     random_value
gc7wXZIl0oFhbikF:     999999     random_value
QtKzmWNm70C_N5qFR8qt:     not_a_number     random_value
diodrNed6RtjT:     -2579     5
l5:     -5644.111087344848     
q7UM8p0NEFh3NaddKQ6r:     999999     random_value
pgn3m2A:     828     5
z:     999999     random_value
Gi:     8855.155205625168     
iXR2Gbh:     -2598     
hAfmOz8d8ZeNR0ouvkv:     3678     true
q1cotME3cK:     not_a_number     random_value
BA8rqRQIgrzPwc:     not_a_number     true
ms3fWbm773ETAhJEW6t:     -1746     5
JE7kdI:     not_a_number     5
V8F8:     not_a_number     random_value
XKq4z7z4a2:     -1562     false
QxelC:     999999     true
vrDPABuyliGPiDaMZUuM:     2637     false
pFwVWODsW9Xgm:     9882.013248298568     true
sQ:     not_a_number     random_value
tURblSlnlyVTIwA:     -4082     random_value
Z9NrIo4QPbkPRgQRKmUn:     999999     true
O6Zx9prrXhX2L_9:     5290.3946791178205     true
pNlzYQxL:     1780     random_value
ra:     -3926     
BtE8WX8j0RJE4Y:     not_a_number     true
hK:     -4289     5
YRUNhfIfp62nl:     not_a_number     random_value
CdS1:     999999     random_value
BKYEaev:     -1859     false
XM:     -1956     5
VVSThPB:     not_a_number     random_value
avOz8ge_1r:     2322.5570040942366     random_value
WdZbaJbvu:     999999     
m_owV8rx7:     999999     
pT3rrj4sL7lDBu2Py6:     -3465     false
i34qqf0474P4Gus:     -1995     false
D0F_znYWrogE:     525     random_value
WA9jIgnuZwxyG:     3372     false
Jlne6iOz9cg3RpcIg:     -400.77997863261044     
okhvsF22qmaV4Fs:     -8178.254845490092     5
HksjLkmGrG4:     -2855     random_value
DpPYrtZwanmvU:     -2707     false
pja2XoNPFkgBcYADLRQ:     -3808     
nwMXo7AQobJnNcE0Twz6:     2558     true
FEYQXEvjlxhb:     not_a_number     false
XQRfhWCEMNHVqSK2O:     -4630     5
homl3s3SYUn3_:     999999     
p3GxaYRwemWVg:     -4750     5
Q:     999999     
kRvl:     not_a_number     
LvBlfwqllS7sIRLaUTr:     4899     true
bXSwJHmBofu5rP:     -2726     true
BRAkMj:     3317     true
B:     3446.8888084843293     5
jonf5mfgoFxMoFQ4Da0m:     4605     false
I:     not_a_number     
r_Dfj2NZLJCobCCuhI:     3399     true
fv5Iuk7MLCm:     -7142.886390904167     false
VJ9:     -968.0649809682618     5
yQB:     -9175.769693817514     random_value
s8TkrHEga0JZojE:     999999     random_value
qpvAtAKU77F3GcIdR:     2201     5
XAOFc8uvhL0Noz:     7903.80250307592     true
qzrcMQx7J7w1laJ:     3522     false
XUHyCm:     999999     5
PgkcnCSnG2bwQ3X_q:     not_a_number     random_value
hHR4JQ69kSwrAuns:     9114.955273880936     
CSRNy4V:     not_a_number     5
cJhOqcQKbtXYnyzqWhm:     999999     random_value
YjXtA:     not_a_number     
d4kcuvZFuQ:     -4667     false
cpF0LOd7C4sVFj7SLp:     4969     false
x3nLSe:     not_a_number     random_value
m3RaCdV9p:     999999     true
miwfh8J:     999999     random_value
nNMsqKS9zEARzgs:     1232     false
C5WVnqmSa7G70:     not_a_number     5
F9NXOVp:     999999     false
Y4o4BFHb1YaTE2SeVw:     3462     random_value
rVkQh2718psb8_r8c:     not_a_number     5
b87fy5RG2E4JLYGvEFx:     -284     false
V:     999999     random_value
g0WQ:     -323     
W9od:     -3077     5
qHV_sPFURU:     -2262     false
qTxbvoYMftVV8HwPsM6:     233     5
Hp:     9900.454059360301     
UVh9n7sRsor:     -2004.246816109654     random_value
eEbvTuvtB3E:     -3840     5
aozkHTL9d7PsobdLSdE:     -8966.215985160707     
Ih7NTFXs9UIJxL:     -4296.64825936716     false
beLw:     2946     false
hJQ9ILac8X7:     999999     false
iBY:     999999     true
cr:     816     5
uriSdyMSgExShP6MUUb7:     1611     random_value
OxjOy8FYZfy:     999999     
q3MuYTmgf1IuYXzpj:     -2579     random_value
dw1ZDox3C0NYJNJx:     2047     5
QfEwgJkiexLhk:     -588     true
ZNhVpKcFO:     1803     
I5f:     -6150.949927421885     true
hZEQLII:     999999     true
khaXRH0K4Z:     not_a_number     false
DWITDWdfvCL18:     1669     false
rEWVM:     2116     true
BkGpuF27t:     -1082     true
zS7B60zXt0:     -153     
J8OTl:     not_a_number     true
ktZ6:     5300.275156686208     true
VW1DYXJ29azS7Afs:     not_a_number     random_value
Okguh7:     999999     5
ihF:     2818     true
fkm2tiUC2OkxLs:     1933     5
Y6qDNflb2RfbAImCiL:     -2865     
NJpaESpsZv:     3584     true
zLWJYJAX2r:     4002     5
LTATiKBv24xIksS4Tb8Y:     7251.599321756563     random_value
q:     -4723     
Qo_i5DxDGS:     626     5
vwlHAkxmHziRlEjo:     -1356     
T0rPjvNT8:     999999     false
MX4FbxOc:     not_a_number     false
UwMMd:     -8192.425371169666     true
JGNWVb59LY7apTYU:     -1413     true
n8YSxkPhkWDyqFBiJM3:     -498     random_value
wLiarW:     not_a_number     5
cFzRUiPZwHyYxENm:     4045.394840572115     
mobw4jVP55I6RKSFCE:     999999     5
iniGHA6dZ:     -211     false
G3UiFZkYmlEihkc9wRi:     2286     
b4KUyDVZAs:     not_a_number     false
XLiUIRiVjwwtf7rER:     2103     5
l:     not_a_number     true
wMB:     -4056     random_value
bz:     999999     true
nXIBnzDa:     3484     
Q2AWAtbUitnb025AcWb:     999999     5
C:     not_a_number     5
ZEEm0LX2xzG6gWTrD30a:     3458     false
fetVYEH:     -3272     5
tjaXYCeC9:     not_a_number     5
BrnTTicHvr5RqMmT:     999999     false
pcuFVS0jc9BlC5Y:     not_a_number     random_value
v9ilPx3CWuWsr:     4660.905053780329     5
VpuOIN2tyPc:     not_a_number     random_value
nDKVlg3ORIVsXmjrsSS9:     4932     
DAAP:     -4810     random_value
OQWq4M62_iRJgsUw4:     798     5
c7y6H8amxJ5mRyXk:     1153     false
YIBajhZd8R:     535     
Iot97vqiPXtkH8b_q2c:     500     random_value
cvezZuIbhlYsT5yD:     not_a_number     false
S2ktTaj2GBtD5E9MB:     -1586     5
kSus_1EbjEd6:     not_a_number     random_value
moW:     -1020     
FH91jODUSaI6kiH:     2388     random_value
XUrH0RPYkl:     -8380.786571446746     true
Kxrxf:     not_a_number     random_value
EK2O3EN:     -1739     random_value
a4oVsTKlhhE_3FD4jZDR:     1943     false
YM:     not_a_number     
Sn5ZZ1_nyG9Ln6:     -2014.823809730895     5
ItbLFVK6zBow:     -3062     true
AU_QFiidEkrHKBo2SEl:     2147     false
TNeJKEB8:     not_a_number     5
NIkLlGfPhoxce98:     -1200     false
U1TWfKVe6yGkNX:     -1222     
HIf:     999999     
ZcLTKWZ6gl:     -406     false
M322kuadNUClD3g:     not_a_number     
aLVWE:     999999     random_value
uvFY0iiHWMF:     999999     random_value
Kk5aS4rKWQ7niLBXAasN:     not_a_number     
IhxotDZBVoY_aAMbMcXR:     -4560     true
Fcj:     2822     5
O5s25uRu0Iij:     -1574     random_value
wvkEbXubI:     -4114     random_value
KmOa6:     -2654     random_value
BzYrIeUxat0:     not_a_number     false
NkxomNhcg:     -4921     
Q96ILSs0diNSEsELG:     -758     5
QX9:     3961     true
vDPGUrEkVIv0v1:     3513.847944010715     true
crMM2ir0O:     -337     
Nu5LueK_C:     -1443     false
jx3zJLyq1sbCv46j2F:     753.3128712442212     false
pqhl4hVYMjGJllZ3zn:     -1672     false
MqddTMV:     3407     5
yLstngG8T5eb:     not_a_number     
T3Vo3:     3976     true
oqAW3RT49ps8WZ3jnFc9:     4078     5
wgv:     999999     false
OBZrKsx:     999999     false
vu7ONCpsDZ3ZC67o0y:     999999     false
LtAWCRw3B1QyxhRGiFN:     -4857     random_value
z1r_kbkLlzd:     -9613.440334185152     false
M0t7Xsnkw8Bb:     3427.7916903484474     5
p5np7rbEkzqF2ug:     -1222     false
LSzVW6Qyk8EDwKR:     7949.184860246412     false
J4p_LjBCzQ53l6wS:     4163     
X6D:     not_a_number     5
jL_axamMY80g:     3464     
QS882il:     not_a_number     5
VmrUtW15ii:     4228     true
qac:     5866.873957840597     random_value
qimhBfZpxx_kxM9Ip7M:     not_a_number     5
q:     -3086     
NkDhZN7t:     not_a_number     random_value
gUoFwwH:     not_a_number     
edVc:     -1246     random_value
Omt:     -693     
FP7gvZc2AuUf_p:     271     
eQTagk4eEFQYPQyt:     1209     
IsJPWJKb2nlLGfngw0M:     -1064     true
aBBXaTYXu0mqtkOy7bkO:     9668.640482545103     true
UqErn1:     -8866.663035055812     true
BLaBjkgq8m4utfG:     -1812.9747342672435     true
brN:     995     random_value
LQcuP_VAmhKpOgm:     -9937.50820280199     5
GeAhKJ1URcnZNyKvrv:     9120.013068888577     false
V:     -9059.603218664213     
wKaPmiQErCu1ikqdAK6T:     -3807     false
kaYmZyijg0J70dYs:     999999     true
biwPBh42yWDVSQQuQT6:     not_a_number     random_value
g1sBPEtmRkWElqO0sZ1Y:     not_a_number     
pRT6Br_gIjW8I3nf0:     999999     5
efMA6:     3221     5
Mii6Xv:     -3376     random_value
Q6N:     -1174     
Iv_X:     999999     random_value
Ddqp9tWQoB:     -6923.595189649952     
o47DEC:     -4356     
JkLk8LoVArOY1FtSB4ip:     -8210.033052599772     
A_lX25:     -2517     false
x5PGRb1ZR:     not_a_number     5
pjcHN8JKcCWZ:     999999     true
IACH6Iuh:     1536     false
XkX:     507     true
K1BMURLkp7Qyc3dyTFV:     not_a_number     
RtTXcEe2ePKx7wsF3:     -4852     true
D9Kl6LGclgRBLfyZ:     4836     false
Cpw8l9Z:     999999     5
TaialxM2h:     999999     random_value
K_pTdZUV8PkXxPsD:     -818     
eb:     999999     5
miqOHN4uZkFnQAQwQ:     1403     
aq4szUYnVgE2:     1397     true
zXIqnRE39vv0:     999999     false
l22sC8wGLNvoQ:     4377     false
NTfdVm716yP:     2652     
PRobf7UlTFz6lSG6b:     999999     
pDPUQ6L8MOkbciVtFUN:     2706     random_value
v7OJLH:     -2443     false
cDfglxzA4hfZ8ZNCF:     not_a_number     
HLfbxgGNXx70:     not_a_number     random_value
VI45M0D5GZNVfIK:     5849.85416365596     true
khEh:     not_a_number     
QfMBFElhGb:     3549     random_value
E:     9877.130113170155     5
Gfx:     not_a_number     random_value
VRiX2ektdp2yxwd:     2583.249663712575     random_value
NuFfmAhoo:     -3955     false
UmqXij:     4215     false
HSe3q:     999999     5
Dut:     1078     
ssr2ppUW584A2:     -613     5
utQr1:     999999     5
ViHpqjWPEE:     999999     false
CtO4vAiV3Lwm9Qs2q:     999999     5
d9Hn:     not_a_number     
dsqPpWWKxpTf7oUU6ox:     -3099     random_value
WO9ywQn:     4265.030404991008     
DiTCy2af8x0:     999999     5
BVz98:     -1198     
cCPLw7Z:     -4344     true
e:     not_a_number     5
U_Nu:     627.3556428536976     false
SK9inmJ:     -3106     
gmx5oxPIdX:     999999     
z0l992t5EK_lUB4ZxXHN:     999999     random_value
p:     not_a_number     5
YdOumtGm3Rhw:     999999     5
A0hLZEql8St:     2454     random_value
HX0ZgY3IXZVhX6Db:     not_a_number     random_value
citzG1s:     999999     false
AtR4yywE:     1130     5
XPxvfuh1Z5RX8oPwsP0:     7302.339058168109     false
je:     999999     random_value
hurATOBhhoZd:     not_a_number     random_value
qlC31F:     -4219.923934224998     random_value
XsM2XjBwKA7OIxj:     -77     false
w:     999999     false
Psa3PB:     999999     
uuahNPGjPMKqAKXP:     999999     
mUszh:     999999     true
rXjpeRt9:     -2464     false
T3kckG:     -910     5
RKeX:     -3802     5
Ns8I4SHP0MtWeScp:     999999     5
pZvDCKA56OAlZTPI:     999999     5
gqnRbZTnWCGoU7:     493     random_value
ni00E6ebmasrbZVLaM:     2577     5
qCCmkoP961A:     999999     
Xhclg83Hdbu40oSp:     999999     
cfRkJyVxKXRy29:     2821     false
viWKCcQDiIfQ2LoQ7U4:     2325     5
Xp5bjGYvPeaIdPdnb:     -2155     random_value
iGVIKIZy:     -4258     random_value
HRC1Yerkkfzl0s:     7227.734551886395     false
WZH0ps2:     3535     false
SaORXcF0r6UizAfEmOA:     2747     5
lH:     994     true
f0aiwelybvud:     999999     
hdapX_gfJRL5:     -1051     false
QWF0stNSn2RqE:     -8327.143963011882     random_value
WkfzB_EWKHmVWI9BWib:     -368     5
Lp6UtrdX:     not_a_number     5
mvmIVc96dpIZaBI:     525     5
uEPFlH5:     -172     true
V80Vc0vkWswpP2lx:     -275     
lyM6:     -3955     true
CA0bo:     24     5
BOfKMZ8QumfYefyFxg:     999999     true
Dy5BupVRLNBpzV:     not_a_number     false
tYE1usziaZhq7bd8A_:     2298.1017635746466     true
hGjxwxEBpyvM80L:     not_a_number     
vHqQz4Skr:     999999     5
KUvlkybwwRcT:     89     
dooAJe9_wJvoadOJ:     3527     true
ugoLAvGZmfihe5KhGccB:     not_a_number     random_value
Jbxb:     not_a_number     5
UyPGipOgt:     999999     
w0dvucQZdPCd:     3711     random_value
tdWKhQfRO:     595     random_value
SaHgjG8DrxIKA4_Mfx:     999999     random_value
y:     -258.21768038235314     true
y:     999999     
oIvrLg:     not_a_number     true
VatDytW0:     912     5
m_JVAy3BMkZy7h:     -2874     5
KVZ4kXah:     3240     5
Yk:     999999     
RyOa5emTbQu4Lc:     -1937     true
xKiP9KWsWUmwhmv:     999999     random_value
xOiaro1cqtDSCVc2_ws4:     not_a_number     
ABwtrOQnRnWDcIQc:     not_a_number     
KC__r7Rwd:     3925     true
zkx0f4QnSovo5uGnxC:     -4848     true
erFP4xacp8mg:     999999     
Irf2O5Bl5yRs32n1Lpd:     -320.3074066598783     true
rgM:     -2208     5
jhIzJXbdsFhmxLk3oyS:     1760.4885825827332     random_value
ngp:     7938.655253946912     
KRrvkHqeBfn:     999999     
kBnvh6HmGu9fkHTFaAyT:     4498     true
FLmKMhKT_5DDdzjBhrS:     -6565.742741660701     true
sq6I:     59     5
X6L35:     -2713     true
LJZXiP:     999999     
ubp:     3013     random_value
CsVyT5P:     3738     
MgB3vJ1NSGJnY3GO2:     -157     false
shGo7SL059wdt:     1245     random_value
gs:     not_a_number     5
fI:     999999     
VZr_E30b:     -7281.837364284523     false
PF5CxdWsqvSdexCD:     2368     
ZaI917a_sxHQ:     1529.5006714046067     random_value
U:     -2034     
GwroYrMcKKSKhZ:     not_a_number     false
FJ4iqUparL4GzjKEB6yz:     999999     false
fYOed7sngFb:     56     false
Fplhve6KX:     -1708     false
K7xeEcw5hCTTXB:     -4314     5
M_9:     not_a_number     true
q7Xfygflz1abXJh6pM:     999999     random_value
kG6YVQNRwGDo1cIBj:     -9435.37227530939     false
oiysol:     -1751     random_value
MDKK0vGykI2PTOQT:     -4813.207421131691     5
lL8:     3595     random_value
InRivRa8i:     1511     true
Sop041N:     999999     false
R1:     -2972     random_value
Z84MwwVACk3amCRbhe6:     999999     true
GX8R_kaVbz6Chjspc:     999999     5
B9vJigj5pI:     -270     true
Gcwoa1lYkO_x9an:     1638     false
R8Fings7B_Y4kpTr:     5813.190820021246     random_value
T2hZPV227z:     3630     false
svxN0NCflcaol7k:     not_a_number     5
aYXjBc51jGB6O7ZvY:     1824.6134434248452     false
YowqM:     -592     random_value
fmPQTRiNzCX:     7879.90750025522     5
d:     not_a_number     true
mXA7dH0W6:     999999     true
cuwBiZYKEqH:     -2332     false
pVZ2V_H:     999999     
LZ:     -1413     false
e0PY1aZE9luzDSfynu0:     4159     random_value
qBXT444pRr:     not_a_number     5
XpbTD_xfgtC3s3Q5o:     not_a_number     random_value
a:     -2852     false
P8QkH60av_mRd4y0LUl4:     not_a_number     random_value
s:     1418     
JGDCkMvaEl_ZJD:     -2527     
Qtij:     2978     false
VDU:     -1915     random_value
WLyOW_Dbp2Rk:     -258     5
PikvuTl39avmfGObCV:     -4749     random_value
KS1DdAWCA:     999999     
uUdZPVwt2Rc7PJZp6DR:     not_a_number     5
lMze4dda:     not_a_number     5
MIyvEjnP7AaNAoP:     999999     true
wag97AwsBoVi:     -3579     random_value
TjTNfsgbh:     -4320     random_value
hmrJzTK2iYrCy7GEKf:     999999     5
J4UPwbKjCcobJiauYMEb:     999999     random_value
GmewlBFB_B:     4168     random_value
oJHp2HWTrljgt:     4306     
XLszOQFcT4:     -4022.3528409569017     true
R:     3414     random_value
K:     -6646.498379004575     5
BJhKDmtLrWgHg5XGTw2:     999999     
BkLciXNhe9I8jyvBi:     -1054     true
U:     999999     false
ym5xPUPIy0SzsNY1Z:     999999     random_value
qUmi:     3188     true
PcWyXB:     1036     true
RuYP0YQSPc:     -2468     false
LyqhNRvlwCLGb:     not_a_number     true
jlAcwu4TJ6DN4ELp:     -4847     false
reEQKtZ0DnAj:     -2255.8473970903487     5
Np_jfIsel2YpZbycSu:     not_a_number     
UK6U:     4963     random_value
H6m6LKht:     -3944     
hvUH5c4XZSygXfNOOj:     -2089     random_value
mSZqSFBvYAglWOmCRi:     not_a_number     random_value
utyn6V3hg_MrNawLi4DC:     -1114     
XfI5Yxs5cooVs4wx:     not_a_number     true
JCe75C0aOUMT42EwP:     999999     true
uM0jzbY:     420     true
l_pBF:     not_a_number     5
mhy:     999999     true
ctpVzc9Q8hv4qYMLlr:     3058     true
dI1xVSVb8lX0:     -4783     false
Q:     -4642     5
KsMQ8YAnlSUio7ePhou:     -2934     
xum1kG4M:     999999     true
z2R:     999999     random_value
iy5CFZCW:     -9171.527208763524     random_value
vUQz:     -239     false
EwuPwrO1cSbcW_R:     -4769     5
EOHlLOZXZCKJ2:     -6568.9228912743     random_value
LZDmYaHcHYk1p:     not_a_number     
sAs50VG61wnOQyUX3dA:     not_a_number     false
EjrcvECeuhm8t7WO1Ekf:     not_a_number     false
H9_OtqkE:     4477.578661374564     5
AeEQelAyLLg:     not_a_number     false
XdcxULzvfv:     7512.767888482511     
tP:     not_a_number     false
lK1i0Yt6_S7yABL:     -1780     5
M10:     not_a_number     
adPStcbUitu4Xj:     999999     5
R_:     -1988     
D4rxdBsAILourL:     -5731.3211717503655     random_value
qd7pvOsdORRX9gA:     4033     
gezA:     4098     true
Fgr8wvhhYWV:     3830     false
bK8d5b7T0:     4014     
B5hNBJSLrKfGixR8:     not_a_number     false
R:     557     false
FAfc0QvH1GvH7qX:     -2258     
XtIM7P7rjK0:     -2781     
E6lak:     -1581     false
uJ4xtDDr:     999999     
pEpXMzHQL7LcXZ:     999999     false
pTb4L:     142     false
ftor:     999999     true
usG:     -4391     random_value
LSBxGTL1T2HbmLHnKi:     -3451     false
TUVQXj:     999999     false
W6OTLzgB:     3938     random_value
C:     -8511.225957107355     false
VX94nYasoAr1_8eW:     -975     5
JlG:     999999     true
LLTVhZn:     -217     false
uEPr53CTqGZU9V9A:     -2588     random_value
C8GkLHKaWAQeUA0E:     4591.902039003779     random_value
Nr9m:     -219     5
wS9s:     4878.400160195952     random_value
TDhw36DJ:     3849     true
XHNHUgvxBl1ER:     999999     false
QZIMmfARPVwxAhN23_:     1383     random_value
Kg6KjWS8dY6XghZFR:     3950     random_value
H4K5:     4853     true
Nt:     -4932.7346507623915     random_value
hQIHlMyShNhGjlwoEf04:     3236     
FcIAcSaO0dKmTcAFDZnw:     7363.099483145725     true
ODuqjo9g6Sw:     -747     true
SwqXssjkQxG1VocX:     2199     
EGpjgA4zG:     999999     true
cZnLgy1ZK7Gbp9g:     556.0569085306306     true
SIC7Nc:     not_a_number     true
MHguyFMSFnkjN1CRl:     999999     
ifQr:     not_a_number     5
MvRlT:     4138.526559023812     true
tV0lZJxGLxi2CohD:     999999     true
sPs:     -3230     5
AZd2:     8     
RZ:     8926.685508177412     
ZMXgeW5dhRXwhM:     -15     5
lvcZ5X1d:     not_a_number     5
A:     1721     random_value
u13hlKbLbrGj:     -2195     true
O9nbudAnqo:     999999     true
obeCeW_ShJ6bh:     107     false
MW:     1481     
YYxeClQ5j:     -3451     false
zA7W:     999999     false
W2dbsSJO8ixp:     -681     random_value
O:     999999     false
m:     2466     false
nlLD14fIS:     -3023     5
fFlBJmQduw2:     999999     
GTtE0f30:     -4156.215659526934     5
PXPjnZLmv9:     999999     false
Q:     315     true
eNxCE3SQ_:     1116     true
gPiuDA:     999999     true
UQQIaZNez0g7fuqfj5MY:     2440     random_value
QbD1yX2TX:     7528.369689067498     false
U2Ti:     999999     5
U6rcrY8QAjVI2:     999999     true
fPP:     -8092.975876600374     5
FTtkBKPJxUHA4:     4991.2112031186025     random_value
C_XAUZ8w6:     936     5
vH9NEEIQPrdtrBD:     999999     random_value
dE60385WLYtbN1JUTki:     not_a_number     random_value
VYm5J:     999999     
sEFQmrgJKKg1vdIKgy:     2876.261117321872     random_value
b:     650     false
IMJ0IGzt2m8XNee_srd:     not_a_number     
ZIHdKR:     -6956.370115061103     
BLIEmYBtm5M:     2913     
ha:     1468     true
jllCl3O3:     999999     
VCkBgHnUBd:     429.1599997598514     
mzEkGhtpgotSXkw:     not_a_number     false
rPR:     2547     random_value
OdqQoK4aLDsxV:     2587     true
yQMHr7S1B587aC1z:     -9490.41665049712     true
cM3n:     not_a_number     random_value
X:     not_a_number     random_value
NKJQzTwDc4:     -4290     false
w9o1Z9:     -7742.411295056119     false
WH7PugBjFlZI8:     3241     5
bs3R:     not_a_number     false
vVqXV4KkOUpMO:     -2471     random_value
sRgs5AG9:     -2310     random_value
y89:     -3076.578392107863     true
Qa9yHJmGoFv7HA5L:     720     false
DcqvYeaTTk0C42:     999999     true
NuLU:     -921     
bKPIkZiDfP9fk:     999999     random_value
e:     not_a_number     
aRWY76Rh:     999999     random_value
bH3Kufa2KWy:     1451     false
N:     999999     
eM9zqW56z7MNeyCMOz:     2639     
Xuwa2uyXGRe7:     3170     random_value
V:     -900     random_value
RwVpWWuAqgF5ncZC0L9q:     3928     false
AQeirgxv8I:     -1947     random_value
aDxqHfSi:     -2444     random_value
ZT7WX8k0sDUr__tWGX:     999999     true
pdl:     -4884     random_value
eSHKyJQrJPkem7yd:     -4213     false
